templates/koran.html
Chapter|Verse|Book|Sentence
4|12|an-Nisa': Women|And unto you belongeth a half of that which your wives leave, if they have  no child; but if they have a child then unto you the fourth of that which they leave,  afte r any legacy they may have bequeathed, or debt (they ma y have contracted, hath  been paid). And unto them belon geth the fourth of that which ye leave if ye have no  ch ild, but if ye have a child then the eighth of that whi ch ye leave, after any legacy  ye may have bequeathed, o r debt (ye may have contracted, hath been paid). And if  a  man or a woman have a distant heir (having left neit her parent nor child), and he (or  she) have a brother o r a sister (only on the mother's side) then to each of them twain  (the brother and the sister) the sixth, and if they be more than two, then they shall be  sharers in  the third, after any legacy that may have been bequeat hed or debt  (contracted) not injuring (the heirs by wil ling away more than a third of the heritage)  hath been 
4|13|an-Nisa': Women|These are the limits (imposed by) Allah. Whoso obeyeth Allah and His  messenger, He will make him enter Gardens underneath which rivers flow, where  such will dwell for ever. That will be the great success. 
4|14|an-Nisa': Women|And whoso disobeyeth Allah and His messenger and transgresseth His limits,  He will make him enter Fire, where he will dwell for ever; his will be a shameful  doom. 
4|15|an-Nisa': Women|As for those of your women who are guilty of lewdness, call to witness four  of you against them. And if they testify (to the truth of the allegation) then confine  them to the houses until death take them or (until) Allah appoint for them a way  (through new legislation). 
4|16|an-Nisa': Women|And as for the two of you who are guilty thereof, punish them both. And if  they repent and improve, then let them be. Lo! Allah is ever relenting, Merciful. 
4|17|an-Nisa': Women|Forgiveness is only incumbent on Allah toward those who do evil in  ignorance (and) then turn quickly (in repentance) to Allah. These are they toward  whom Allah relenteth. Allah is ever Knower, Wise. 
4|18|an-Nisa': Women|The forgiveness is not for those who do ill-deeds until, when death attendeth  upon one of them, he saith: Lo! I repent now; nor yet for those who die while they are  disbelievers. For such We have prepared a painful doom. 
4|19|an-Nisa': Women|O ye who believe! It is not lawful for you forcibly to inherit the women (of  your deceased kinsmen), nor (that) ye should put constraint upon them that ye may  take away a part of that which ye have given them, unless they be guilty of flagrant  lewdness. But consort with them in kindness, for if ye hate them it may happen that  ye hate a thing wherein Allah hath placed much good. 
4|20|an-Nisa': Women|And if ye wish to exchange one wife for another and ye have given unto one  of them a sum of money (however great), take nothing from it. Would ye take it by  the way of calumny and open wrong ? 
4|21|an-Nisa': Women|How can ye take it (back) after one of you hath gone in unto the other, and  they have taken a strong pledge from you ? 
4|22|an-Nisa': Women|And marry not those women whom your fathers married, except what hath  already happened (of that nature) in the past. Lo! it was ever lewdness and  abomination, and an evil way. 
4|23|an-Nisa': Women|Forbidden unto you are your mothers, and your daughters, and your sisters,  and your father's sisters, and your mother's sisters, and your brother's daughters and  your sister's daughters, and your foster-mothers, and your foster-sisters, and your  mothers-in-law, and your step-daughters who are under your protection (born) of your  women unto whom ye have gone in - but if ye have not gone in unto them, then it is  no sin for you (to marry their daughters) - and the wives of your sons who (spring)  from your own loins. And (it is forbidden unto you) that ye should have two sisters  together, except what hath already happened (of that nature) in the past. Lo! Allah is  ever Forgiving, Merciful. 
4|24|an-Nisa': Women|And all married women (are forbidden unto you) save those (captives) whom  your right hands possess. It is a decree of Allah for you. Lawful unto you are all  beyond those mentioned, so that ye seek them with your wealth in honest wedlock,  not debauchery. And those of whom ye seek content (by marrying them), give unto  them their portions as a duty. And there is no sin for you in what ye do by mutual  agreement after the duty (hath been done). Lo! Allah is ever Knower, Wise. 
4|25|an-Nisa': Women|And whoso is not able to afford to marry free, believing women, let them  marry from the believing maids whom your right hands possess. Allah knoweth best  (concerning) your faith. Ye (proceed) one from another; so wed them by permission  of their folk, and give unto them their portions in kindness, they being honest, not  debauched nor of loose conduct. And if when they are honourably married they  commit lewdness they shall incur the half of the punishment (prescribed) for free  women (in that case). This is for him among you who feareth to commit sin. But to  have patience would be better for you. Allah is Forgiving, Merciful. 
4|26|an-Nisa': Women|Allah would explain to you and guide you by the examples of those who  were before you, and would turn to you in mercy. Allah is Knower, Wise. 
4|27|an-Nisa': Women|And Allah would turn to you in mercy; but those who follow vain desires  would have you go tremendously astray. 
4|28|an-Nisa': Women|Allah would make the burden light for you, for man was created weak. 
4|29|an-Nisa': Women|O ye who believe! Squander not your wealth among yourselves in vanity,  except it be a trade by mutual consent, and kill not one another. Lo! Allah is ever  Merciful unto you. 
4|30|an-Nisa': Women|Whoso doeth that through aggression and injustice, we shall cast him into  Fire, and that is ever easy for Allah. 
4|31|an-Nisa': Women|If ye avoid the great (things) which ye are forbidden, We will remit from you  your evil deeds and make you enter at a noble gate. 
4|32|an-Nisa': Women|And covet not the thing in which Allah hath made some of you excel others.  Unto men a fortune from that which they have earned, and unto women a fortune  from that which they have earned. (Envy not one another) but ask Allah of His  bounty. Lo! Allah is ever Knower of all things. 
4|33|an-Nisa': Women|And unto each We have appointed heirs of that which parents and near  kindred leave; and as for those with whom your right hands have made a covenant,  give them their due. Lo! Allah is ever Witness over all things. 
4|34|an-Nisa': Women|Men are in charge of women, because Allah hath made the one of them to  excel the other, and because they spend of their property (for the support of women).  So good women are the obedient, guarding in secret that which Allah hath guarded.  As for those from whom ye fear rebellion, admonish them and banish them to beds  apart, and scourge them. Then if they obey you, seek not a way against them. Lo!  Allah is ever High, Exalted, Great. 
4|35|an-Nisa': Women|And if ye fear a breach between them twain (the man and wife), appoint an  arbiter from his folk and an arbiter from her folk. If they desire amendment Allah will  make them of one mind. Lo! Allah is ever Knower, Aware. 
4|36|an-Nisa': Women|And serve Allah. Ascribe no thing as partner unto Him. (Show) kindness  unto parents, and unto near kindred, and orphans, and the needy, and unto the  neighbour who is of kin (unto you) and the neighbour who is not of kin, and the  fellow-traveller and the wayfarer and (the slaves) whom your right hands possess. Lo!  Allah loveth not such as are proud and boastful, 
4|37|an-Nisa': Women|Who hoard their wealth and enjoin avarice on others, and hide that which  Allah hath bestowed upon them of His bounty. For disbelievers We prepare a  shameful doom; 
4|38|an-Nisa': Women|And (also) those who spend their wealth in order to be seen of men, and  believe not in Allah nor the Last Day. Whoso taketh Satan for a comrade, a bad  comrade hath he. 
4|39|an-Nisa': Women|What have they (to fear) if they believe in Allah and the Last Day and spend  (aright) of that which Allah hath bestowed upon them, when Allah is ever Aware of  them (and all they do) ? 
4|40|an-Nisa': Women|Lo! Allah wrongeth not even of the weight of an ant; and if there is a good  deed, He will double it and will give (the doer) from His presence an immense  reward. 
4|41|an-Nisa': Women|But how (will it be with them) when We bring of every people a witness, and  We bring thee (O Muhammad) a witness against these ? 
4|42|an-Nisa': Women|On that day those who disbelieved and disobeyed the messenger will wish  that they were level with the ground, and they can hide no fact from Allah. 
4|43|an-Nisa': Women|O ye who believe! Draw not near unto prayer when ye are drunken, till ye  know that which ye utter, nor when ye are polluted, save when journeying upon the  road, till ye have bathed. And if ye be ill, or on a journey, or one of you cometh from  the closet, or ye have touched women, and ye find not water, then go to high clean  soil and rub your faces and your hands (therewith). Lo! Allah is Benign, Forgiving. 
